Recording;Frequency in list;Note in list;Error;Note name;Freq theorical;Dif freq;Cents;Tuned
1878.75;1864.6550460723593;A6#;14.094953927640745;A6#;1864.6550460723593;14.094953927640745;-13.037210334881115;True
1977.25;1975.533205024497;B6;1.716794975503035;B6;1975.533205024497;1.716794975503035;-1.5038386623220847;True
2103.25;2093.004522404789;C7;10.245477595211014;C7;2093.004522404789;10.245477595211014;-8.453898500681053;True
2236.0;2217.4610478149766;C7#;18.53895218502339;C7#;2217.4610478149766;18.53895218502339;-14.413711182236707;True
2374.25;2349.318143339261;D7;24.93185666073896;D7;2349.318143339261;24.93185666073896;-18.275709667939378;True
2533.0;2489.0158697766474;D7#;43.98413022335262;D7#;2489.0158697766474;43.98413022335262;-30.325977825409563;True
300.0;293.6647679174075;D4;6.3352320825924835;E7;2637.020455302959;-2337.020455302959;3763.049227634534;False
2844.25;2793.8258514640315;F7;50.42414853596847;F7;2793.8258514640315;50.42414853596847;-30.967419646513772;True
219.0;220.0;A3;1.0;F7#;2959.955381693075;-2740.955381693075;4507.887184708184;False
3166.25;3135.9634878539937;G7;30.286512146006316;G7;3135.9634878539937;30.286512146006316;-16.63969169024483;True
266.75;261.6255653005986;C4;5.124434699401377;G7#;3322.4375806395615;-3055.6875806395615;4366.418303240282;False
3570.25;3520.0;A7;50.25;A7;3520.0;50.25;-24.539605102828016;True
300.0;293.6647679174075;D4;6.3352320825924835;A7#;3729.3100921447185;-3429.3100921447185;4363.049227634534;False
318.0;311.1269837220809;D4#;6.873016277919078;B7;3951.066410048994;-3633.066410048994;4362.172109888365;False
300.0;293.6647679174075;D4;6.3352320825924835;C8;4186.009044809578;-3886.009044809578;4563.049227634534;False
